"speciesid","gr","count"
288989,cnidaria,1
254431,,2
246805,,50
627852,,1
431060,gastropoda,23
160818,,5
590729,cnidaria,6
134261,,9
735166,,2182
390547,gastropoda,2
289698,cnidaria,6
278632,actinopterygii,3814
338132,annelida,1
480742,,2
874250,annelida,1
144602,,6
233479,,3
419522,gastropoda,106
409280,malacostraca,80
327813,annelida,2
340707,,1
247675,malacostraca,1
489669,malacostraca,1
481619,,1
373888,,1
506602,,94
420992,,2
505714,,8
279907,actinopterygii,23
214550,,421
151860,cnidaria,111
265274,,2
107690,malacostraca,292
607767,gastropoda,1
179160,,96
113509,,178
757062,,6
233570,,4
287517,cnidaria,278
389981,malacostraca,50
278358,actinopterygii,3
853593,cnidaria,3
438013,,2
353015,,2
256205,malacostraca,4
291584,,23
211240,malacostraca,96
165456,,1
712630,actinopterygii,6
512210,malacostraca,7
239579,,5
278096,actinopterygii,51
585238,,1
537057,gastropoda,6
232434,,1
242652,,344
515195,malacostraca,6
278917,actinopterygii,3
114300,,3
532908,gastropoda,10
1328684,,1
217458,actinopterygii,94
456917,gastropoda,1
409960,gastropoda,3
471267,,67
380034,,2
239279,,11
492316,gastropoda,29
219032,actinopterygii,76
444078,malacostraca,7
712183,,3
150911,,2
409484,malacostraca,325
271401,,229
145218,,28
127341,actinopterygii,38
591368,gastropoda,302
230599,,2
490440,malacostraca,1
389288,malacostraca,33
373313,,2
307776,actinopterygii,7
107521,malacostraca,8016
470973,,2
407878,,2
207059,cnidaria,92
182023,malacostraca,2
220342,actinopterygii,7
360047,,175
250512,,17
272677,actinopterygii,9
277449,actinopterygii,12
289985,cnidaria,9
259836,malacostraca,2
288035,cnidaria,36
144537,,114
110039,,865
434903,gastropoda,5
146776,,6
547515,annelida,1
127275,actinopterygii,515
549175,,3
383243,gastropoda,2
435032,gastropoda,1
182640,malacostraca,6
362194,,7
371237,,2
237199,malacostraca,30
374216,,5
279456,actinopterygii,11
598470,gastropoda,3
1323079,gastropoda,40
550184,malacostraca,2
283712,cnidaria,46
154343,actinopterygii,503
236643,annelida,1
352782,,2
322556,,70
842772,malacostraca,1
121116,,2
356338,,6
116168,,6
126566,actinopterygii,17
118778,malacostraca,2
225946,aves,1
182275,malacostraca,2
744066,malacostraca,26
166705,,13
879177,,1
426669,,23
282959,actinopterygii,7224
1318733,cnidaria,2
368494,,8
468160,malacostraca,5
374561,,38
139602,,147
117932,cnidaria,89
208703,malacostraca,51
102974,malacostraca,1080
168876,,1
121725,,5
838031,,3
115514,,1
273457,actinopterygii,3
565822,gastropoda,2
265525,,2
1036548,,153
411827,malacostraca,76
819365,annelida,1
126549,actinopterygii,18
174765,malacostraca,2
126288,actinopterygii,328
281496,actinopterygii,84
171089,,43
156609,,4757
236374,,2
389505,malacostraca,10
390432,,4
226797,malacostraca,2
207498,cnidaria,438
334448,annelida,2
528812,,3
605361,gastropoda,207
325398,malacostraca,8
105860,elasmobranchii,1618
148543,malacostraca,3
511742,gastropoda,18
518791,cnidaria,2
598810,annelida,1
126925,actinopterygii,1763
576211,,2
1248487,cnidaria,34
124988,,16
291138,cnidaria,84
511826,gastropoda,2
163938,,3
113112,,3301
128525,cnidaria,65
418016,,2
505224,,15
533580,gastropoda,2
276432,actinopterygii,24745
1306622,,18
131329,annelida,2
504684,,19
278848,actinopterygii,2947
391457,,147
212315,,139
405349,malacostraca,3
1255959,,1
243704,,30
422246,,5
444702,malacostraca,63
243086,,1
287116,cnidaria,2
345527,,1
461133,,15
742826,gastropoda,2
417669,,15
371788,,5
181889,malacostraca,29
392524,malacostraca,4
277933,actinopterygii,41
475114,gastropoda,10
349030,,2
717101,gastropoda,42
582627,,80
422503,,54
157219,annelida,248
247214,malacostraca,5
350120,,5
283666,cnidaria,4
581687,gastropoda,4
527357,gastropoda,2
211551,,146
559047,gastropoda,8
225782,aves,99
271636,elasmobranchii,15
276748,actinopterygii,758
744656,malacostraca,2
122863,,3
507633,,13
372940,,4
488769,malacostraca,35
712789,actinopterygii,95
125363,cnidaria,96
271858,actinopterygii,3
441621,malacostraca,21
274933,actinopterygii,4
527212,,3
279564,actinopterygii,395
422213,,7
237601,malacostraca,4
555220,gastropoda,4
720000,malacostraca,5
262990,malacostraca,2
358871,,2
121886,,2
273253,actinopterygii,18
277735,actinopterygii,34
291012,cnidaria,6
149680,malacostraca,1
168499,,5
532512,gastropoda,1
330316,annelida,3
419324,gastropoda,2
169931,,3
167717,,7
716611,cnidaria,110
872005,gastropoda,1
549894,gastropoda,205
531441,malacostraca,1
117978,cnidaria,25
408130,,5
276738,actinopterygii,1
440001,malacostraca,6
368612,,1
560180,gastropoda,3
423805,malacostraca,25
1041683,annelida,1
106358,,777
103411,,2
889299,,4
345684,,12
581787,gastropoda,2
100796,cnidaria,3
278766,actinopterygii,437
277196,actinopterygii,13
145206,,172
398371,actinopterygii,14
123825,,27
340783,,1
166841,,1
210643,malacostraca,64
211307,,10
597528,gastropoda,3
345683,malacostraca,3
528907,,7
1214293,,8
220728,malacostraca,12
111073,,3
235803,,1
133938,,18
255420,malacostraca,1
133607,,1
115762,,1
159585,actinopterygii,60
259588,malacostraca,3
277095,actinopterygii,14
124862,,94
251065,,3
326436,annelida,2
427915,,1
152980,,1
577633,,2
708869,malacostraca,22
413497,,260
169683,,1
515505,malacostraca,22
592924,cnidaria,53
139673,gastropoda,137
212727,aves,1
145390,,16
390494,gastropoda,1
100842,cnidaria,103
285320,cnidaria,2
832679,,3
282688,elasmobranchii,8
212455,,58
173021,,7
107108,malacostraca,23
440304,malacostraca,32
371791,,279
371702,,19
531492,gastropoda,19
274799,actinopterygii,181
160912,,3
432779,gastropoda,19
308392,actinopterygii,24
413424,gastropoda,75
276635,actinopterygii,16
560203,gastropoda,28
820961,annelida,1
277118,actinopterygii,3913
535974,,14
459080,,298
573457,,217
527173,,95
489899,malacostraca,89
237107,malacostraca,19
417170,,6
213150,gastropoda,61
141874,gastropoda,52
829169,,36
127320,actinopterygii,10
210860,,15
538632,,3
278504,actinopterygii,41
358341,,5
545044,,23
471367,,2
593430,annelida,2
120675,,19
139832,gastropoda,274
1301494,malacostraca,4
579665,,2
153107,,1
819300,gastropoda,29
130633,annelida,78
330759,annelida,273
176581,,3
442178,malacostraca,1
414176,,1
239457,,3
120962,,1
726788,,2
274073,actinopterygii,23
532683,gastropoda,2
196554,cnidaria,178
165436,,21
489229,malacostraca,5
329126,annelida,263
1042842,elasmobranchii,1
226229,malacostraca,5
239221,,196
475019,actinopterygii,44
369237,annelida,9
480555,,1
1288184,,30
506725,,17
136713,,7
1292566,malacostraca,9
344298,,20
375530,,2
440285,malacostraca,41
120064,malacostraca,52
712539,actinopterygii,2
422412,,2
350043,,6
213577,,8
528839,,5
259653,malacostraca,2
275051,actinopterygii,6
209758,annelida,10
423310,,68
418926,,24
373550,,1
145880,,16
182391,malacostraca,33
221269,,1
472853,,14
511777,gastropoda,3
169130,,4
226549,malacostraca,4
759394,gastropoda,22
281816,actinopterygii,2
234667,actinopterygii,68
279830,actinopterygii,1
102058,malacostraca,14
507317,,2
475967,annelida,1
279643,actinopterygii,69
171520,,2
430739,gastropoda,5
302432,actinopterygii,21545
181070,gastropoda,1
408682,gastropoda,1
381286,,10
142904,,1
169889,,4
366844,aves,37
237874,malacostraca,846
387846,,1
421735,malacostraca,384
197508,gastropoda,9
251454,,1
218235,actinopterygii,12
110635,,5
282862,actinopterygii,5
219249,actinopterygii,308
740223,malacostraca,9
126609,actinopterygii,368
564595,gastropoda,60
243779,,32
140110,gastropoda,7
168701,,11
104493,,9
460951,,2
361210,,13
349743,,4
533296,gastropoda,29
119989,malacostraca,6
427031,,1
479066,,30
532529,gastropoda,13
987000,,3
277835,actinopterygii,66
235484,,2
405351,malacostraca,1
284778,cnidaria,7
285912,cnidaria,1
109936,,1
466450,,47
779620,,2
109046,,16
128377,,2
558192,annelida,60
117597,cnidaria,67
273162,actinopterygii,4
444288,malacostraca,8
110471,malacostraca,41
599731,gastropoda,37
219156,actinopterygii,87
505480,,68
118789,malacostraca,2
611847,,24
126890,actinopterygii,55
146951,annelida,1395
210705,,3
250567,,8
225431,,2
433129,gastropoda,14
127768,,475
254541,actinopterygii,2276
276958,actinopterygii,10
152123,cnidaria,3
127356,actinopterygii,24
343917,aves,4142
255491,malacostraca,4
213208,,16
250494,,1
207967,gastropoda,26
171281,,5
287653,cnidaria,29
275805,actinopterygii,54
112656,,215
271736,actinopterygii,55
260237,malacostraca,1
862574,cnidaria,5
548818,malacostraca,8
273545,actinopterygii,315
1370561,,1
157032,,54
283824,cnidaria,4
275481,actinopterygii,3
281138,actinopterygii,1
573504,,88
103725,,181
213834,,6
1341504,,1
330844,annelida,3
417153,,80
276611,actinopterygii,31
377968,,3
724125,gastropoda,30
136372,malacostraca,22
113828,,973
182041,malacostraca,5
154850,,9
370519,annelida,7
279018,actinopterygii,188
1309728,,21
505622,,147
254602,,675
420036,gastropoda,1
471852,,12
434450,gastropoda,4
221435,actinopterygii,18
476454,gastropoda,15
170877,,2
529541,,6
492389,gastropoda,3
729816,annelida,2
107282,malacostraca,8
208464,,36
181989,malacostraca,6
283045,actinopterygii,40
280171,actinopterygii,17
850469,gastropoda,4
504699,,4
407858,gastropoda,6
239752,,1
408668,,15
253499,,2
179191,,8
354587,,3
765463,,2
160781,,64
736599,annelida,5
559428,,1
140569,gastropoda,395
289878,cnidaria,16
1348312,cnidaria,2
348794,,4
277994,actinopterygii,11
430710,gastropoda,15
712839,actinopterygii,3
102274,malacostraca,94
478757,malacostraca,3
406631,arachnida,1
565067,,1
436704,gastropoda,2
587312,malacostraca,14
233587,gastropoda,10
189898,cnidaria,1
856367,cnidaria,40
704080,,58
280907,actinopterygii,6
555339,malacostraca,10
265928,,4
209087,malacostraca,188
427481,,28
440072,malacostraca,62
170670,,3
1330038,gastropoda,2
417984,,21
716545,cnidaria,211
511875,gastropoda,9
286171,cnidaria,104
244018,,1
368502,,3
211677,,56
526642,,68
170868,,1
1047567,,5
368221,malacostraca,1
181278,,1
129861,annelida,317
167483,,9
159312,actinopterygii,22698
278821,elasmobranchii,10
116977,annelida,6
719107,,12
254970,mammalia,4
1370621,,1
475329,gastropoda,4
131454,annelida,32
128059,,50
208679,malacostraca,101
413720,gastropoda,5
527556,gastropoda,33
121582,,1
280861,actinopterygii,91
1021364,actinopterygii,237
535250,,2
226668,malacostraca,6
554850,gastropoda,13
866825,malacostraca,20
255829,malacostraca,1
243148,,1
518411,,6
215961,,5
283552,cnidaria,6
160528,,5977
470176,,3
129914,annelida,2030
165462,,19
158157,malacostraca,362
389303,malacostraca,18
272474,actinopterygii,33
423106,malacostraca,39
475753,annelida,2
640124,,66
371212,,2
171455,,2
127146,actinopterygii,42921
433792,gastropoda,8
236561,malacostraca,42
342098,,32
196555,cnidaria,395
591563,gastropoda,80
550030,gastropoda,20
283544,cnidaria,13
1027703,,298
249772,,21
157445,,3
431365,malacostraca,26
389504,malacostraca,9
477970,malacostraca,14
134383,,19
102725,malacostraca,45
759925,annelida,1
133256,,1
597926,gastropoda,87
390465,gastropoda,1
457529,gastropoda,2
529187,,3
221486,,8
169031,,8
241898,,2
255094,,7
1291267,cnidaria,1
562064,,1
367442,malacostraca,9
761688,,24
1255954,,1
505848,,112
158314,,2
567984,cnidaria,1
213314,,30
140166,gastropoda,69
524005,gastropoda,4
104509,,4760
741284,malacostraca,21
215495,gastropoda,20
708227,,2
111699,,7
877056,gastropoda,5
261746,malacostraca,1
759884,annelida,10
243663,,48
711356,,1
173892,,6
431205,malacostraca,1
414160,,134
428639,malacostraca,1
143056,,4
489674,malacostraca,2
274115,actinopterygii,14
181675,malacostraca,4
701617,,1
242830,,37
831996,gastropoda,1
348238,,2
135207,cnidaria,172
171695,,1
211757,,73
235385,,337
433195,gastropoda,93
381527,,13
418364,,4
289198,cnidaria,206
156690,,11740
221488,,14
134791,,1
280814,actinopterygii,633
581365,gastropoda,1
128875,,1
440150,malacostraca,7
288907,cnidaria,64
734363,malacostraca,2
225752,aves,1323
290912,cnidaria,32
214415,,142
366447,,20
364616,,1
182940,malacostraca,6
875285,annelida,1
130200,annelida,6
258224,malacostraca,3
276090,actinopterygii,58
744072,malacostraca,28
367456,malacostraca,25
592565,,10
124731,,75
475598,annelida,5
277671,actinopterygii,31
214379,,7
346432,,3174
367270,,16
156224,,6
1259207,annelida,9
484278,,2
960981,,2
413272,,6
210702,,1
764895,gastropoda,1
118788,malacostraca,1
283286,cnidaria,2
483645,,2
235066,,123
308721,actinopterygii,18
275002,actinopterygii,46
181725,malacostraca,18
104552,,9177
390312,malacostraca,2
386349,,33
133629,,1
158436,malacostraca,161
389988,malacostraca,3
348891,,11
265208,,1
159611,,1
217582,actinopterygii,57
166688,,2
136085,,2
737623,gastropoda,2
119979,malacostraca,1
290881,cnidaria,68
964348,,1
494425,gastropoda,1
118793,malacostraca,95
197128,,113
240834,malacostraca,2
141888,gastropoda,1
227564,,7
451076,,2
140069,gastropoda,1
442763,malacostraca,1
219428,actinopterygii,2
221385,actinopterygii,2
338003,annelida,2
470494,,8
278792,actinopterygii,11
590107,malacostraca,27
257353,malacostraca,6
745001,malacostraca,1
280820,actinopterygii,5
350655,,1
219458,actinopterygii,203
607684,gastropoda,1
385306,gastropoda,4
271806,actinopterygii,6
742445,annelida,2
266562,,2
358363,,1
433062,gastropoda,24
113756,,2026
548985,malacostraca,1
427577,,32
427866,,2
414630,malacostraca,3
1311247,cnidaria,27
244321,,6
594557,cnidaria,7
247423,malacostraca,7
432599,gastropoda,11
475344,gastropoda,3
135041,,2
130376,annelida,29
727055,,2
182354,malacostraca,1
170154,,20
165832,,1
396294,gastropoda,1
212778,actinopterygii,157
419066,,6
326847,annelida,121
381817,,8
219980,actinopterygii,100
1317250,annelida,1
432879,gastropoda,2
1042366,,1
134721,,5
451209,,3
506241,,17
140769,,7
537158,gastropoda,24
329169,annelida,7
243590,,128
251429,,11
149268,,135
172433,,2
506046,,1
275789,actinopterygii,17
852355,annelida,1
136011,,2
594274,gastropoda,1
180996,gastropoda,2
416583,malacostraca,22
414373,,3
1035974,,5
468874,,50
143434,,6
182363,malacostraca,3
504624,,5
599024,gastropoda,8
172911,,5
141526,gastropoda,5
122288,,1
417255,,6
382561,,7
220253,malacostraca,61
585556,malacostraca,14
731219,,1
280985,actinopterygii,270
598305,gastropoda,2
211879,malacostraca,32
271856,actinopterygii,22
254831,,115
289694,cnidaria,4
392109,malacostraca,2
735150,,126
517801,cnidaria,1
237488,malacostraca,3
404826,gastropoda,1
546927,gastropoda,1
428185,gastropoda,76
165813,,13
273655,actinopterygii,529
217090,gastropoda,147
161119,,2
181764,malacostraca,232
557555,malacostraca,42
405874,gastropoda,84
575388,,1
242184,malacostraca,8
441497,malacostraca,6
232772,,1
276305,actinopterygii,12
281033,actinopterygii,39
431174,malacostraca,3
103865,,49
332349,annelida,15
767854,,18
646009,,2
414278,,39
532931,,1
381558,,48
328837,annelida,7
346410,,5
437189,gastropoda,3
163576,,3
168148,,42
276260,actinopterygii,12
398526,actinopterygii,7
148114,,129
218261,actinopterygii,44121
102774,malacostraca,6
282996,actinopterygii,2
440018,malacostraca,1
144633,,46
165487,,1
138758,gastropoda,293
164278,,22
170631,,4
278825,actinopterygii,2
218625,actinopterygii,340
118931,malacostraca,6
471540,,1
165216,,14
1363989,annelida,1
274600,actinopterygii,1
832370,malacostraca,11
1297841,gastropoda,1
477698,malacostraca,2
328239,annelida,3
214493,gastropoda,102
278215,actinopterygii,98
592275,gastropoda,1
483500,,1
254490,malacostraca,134
281711,actinopterygii,16
361111,,2
140459,,60
283299,cnidaria,1
221337,gastropoda,4
912855,,4
243332,,48
517789,cnidaria,1
513221,,1
105858,elasmobranchii,536
441253,malacostraca,1
277720,actinopterygii,7
142570,,2
145591,,13
397003,gastropoda,3
376293,,3
1287492,actinopterygii,1
464101,,82
143532,,2
285839,cnidaria,4
218741,actinopterygii,5800
514675,malacostraca,1
225545,gastropoda,6
420153,gastropoda,2
274579,actinopterygii,1
100566,,4
277973,actinopterygii,107
473854,gastropoda,20
128828,,1
402761,actinopterygii,43
422115,malacostraca,6
444883,malacostraca,7
445303,gastropoda,163
278498,actinopterygii,8
468855,,17
210899,,1
474948,actinopterygii,5
592725,,63
420338,gastropoda,3
468369,,3
180759,malacostraca,1048
265903,annelida,1
564276,gastropoda,40
325383,malacostraca,430
221173,,80
287542,cnidaria,4
316767,elasmobranchii,31
505472,,3
221555,,1
491654,gastropoda,13
644949,,4
252278,,62
420536,gastropoda,54
140861,,1
731537,,13
1287736,,2
283334,cnidaria,1
398980,malacostraca,2
165868,,1
739416,gastropoda,15
421842,malacostraca,9
714198,gastropoda,169
421669,malacostraca,4
257236,malacostraca,2
1033448,annelida,1
422190,malacostraca,172
417986,,238
506110,,719
385787,,4
133675,,2
492812,gastropoda,1
591382,cnidaria,1
122034,,3
178193,,51
764829,malacostraca,8
451617,,4
733378,,28
123915,,2107
277071,actinopterygii,72
345689,,72
192921,,3
142895,,1
558912,gastropoda,1
197505,gastropoda,50
419492,gastropoda,9
163768,,2
408947,malacostraca,6
585723,gastropoda,4
225502,gastropoda,48
594637,gastropoda,4
278911,actinopterygii,947
438722,gastropoda,2
754642,gastropoda,11
281513,actinopterygii,21
328867,annelida,6
506130,,13
387565,malacostraca,18
527911,,8
742829,gastropoda,3
330507,annelida,193
780935,,2
461219,,7
550291,malacostraca,1
280374,actinopterygii,56
114877,arachnida,1
532065,gastropoda,11
143129,,1
560153,gastropoda,12
390737,,3
428402,gastropoda,122
344696,,17
227636,,13
275691,actinopterygii,21
915036,,2
166266,,1
535302,,32
137248,,1
117266,cnidaria,146
160615,malacostraca,6
417570,,151
136669,,5
488901,malacostraca,4
234630,actinopterygii,102
362356,,6
143277,,1
282991,actinopterygii,8
759938,annelida,1
515779,gastropoda,6
815502,gastropoda,10
385844,,2
417498,,2
557288,annelida,9
332918,annelida,33
834604,,1
282877,actinopterygii,100
514248,malacostraca,3
250060,,3
575022,gastropoda,1
102570,malacostraca,2342
109116,,1
437880,,2
144827,,800
373708,,3
278085,actinopterygii,758
491863,malacostraca,4
420974,,3
508284,arachnida,2
326641,annelida,2
116976,annelida,2
389917,annelida,5
344461,,10
168966,,1
993387,annelida,1
517728,cnidaria,4
346620,,3
279453,actinopterygii,1
366134,malacostraca,3
421754,malacostraca,20
829109,annelida,1
131360,annelida,365
290632,cnidaria,198
578629,,3
430708,gastropoda,2
341813,,40
377359,,47
372234,,10
190262,,7
762397,cnidaria,3
410997,cnidaria,1
1026013,,7
145354,,4
389795,annelida,1
250976,,9
718968,,27
116361,,4
239796,,1
279120,actinopterygii,3
598813,annelida,1
767299,gastropoda,2
715519,malacostraca,1
504612,,4
535057,,1
373379,,14
161291,,16
280800,actinopterygii,46
175194,malacostraca,3
282754,actinopterygii,8
882799,annelida,52
145838,,26
195966,annelida,2
102786,malacostraca,64
256234,malacostraca,6
549377,gastropoda,103
1059669,annelida,2
229861,,1
238166,,28
607933,malacostraca,1
265053,,1
107613,malacostraca,611
421270,,55
1060498,gastropoda,5
272436,actinopterygii,16
220956,gastropoda,2
197234,,163
111628,,4
1033111,,2
1373787,,1
240372,,1
440234,malacostraca,1
272106,actinopterygii,4
156582,,18
476028,annelida,5
220724,malacostraca,7
290941,cnidaria,8
389090,gastropoda,4
145258,,30
168949,,20
130972,annelida,87
421958,malacostraca,72
391037,,11
140448,,29
142578,,2
